review,cluster
clean hotel staff friendly unfortunately could not walk epcot planned walking paths construction disappointing reserved begin queen bed rooms bathtub kong’s don’t bathtub required toddlers aside stay good would return read read less,1
conveniently situated midtown manhattan close attractions shops courteous staff lots hotel history read read less,0
great hotel employees good went way help us ever needed big small read read less,0
liked fact checked room keys letting people elevator read read less,0
small rooms no microwave friendly staff clean facility convenient location read read less,0
loved shuttles taking us door animal kingdom read read less,0
convenient walking distance disney springs marketplace area read read less,0
room not cleaned vacuumed call housekeeping read read less,0
couple items fix like blind not working breakfast need improvement put yogurtrooms small read read less,1
paid rooms lowest quality cleanliness wver experienced years traveling bathrooms urine blood stain tub side smell foul coming bathroom staff member came said would return didnt open shampoo lotions containers bathroom wrapper candy window sill whoever worked floor night stayed housekeeping needs retrained front desk agent kara helpful making us move another room housekeeping not available clean bathrooms read read less,1
nice staff also clean nice quaint feeling would definitely stay read read less,0
good friendly staff especially night front desk clerk great location disneyland freshly renovated property fairly large rooms good views coffee shop prices extremely reasonable bad coffee shop sells seattles best towel hook room partially pulled wall elevators pretty slow limited parking ugly see quite large roach hallway although could due renovations homeless floating around parking lot but harmless road construction makes getting property little challenging read read less,1
i’ve stayed property previously amazing experience booked via hotelscom gorgeous room view grounds balcony carpeted floors not big hardwood floors hotel rooms single bed arrived front desk requested single bed expecting company but also don’t like sleep rooms alone two beds qualm clerk gave pushback but ended placing subpar room say least nothing like first experience show following day running around prior wasn’t frame mind lot back forth but will last time booking location times booking via app hotels treat like came off street they’re giving room grateful whatever accommodations offer read read less,1
great service nice rooms area around nosier hotel located sketchier area anticipated also resort motel style typically hotel overall worth price read read less,1
great great great location close subway restaruants yes chinatown little italy room awesome view floor ceiling windows window opened partway glorious bed comfortable water pressure strong everything perfect read read less,1
room nice properly prepared heat problems first call immediate response maintain excellent blanket next call required second call read read less,1
nice hotel ideal location really good experience read read less,0
good location rooms small though but clean comfortable staff courteous read read less,0
it’s perfect loved everything will return read read less,0
arrived new yorker quite bit check staff helpful accommodating upgraded room minimal fee quite satisfied decision room recently renovated good view hotel close macy’s time square biggest complaint bathroom pretty always cold due tile no counter space said would definitely recommend staying new yorker due overall experience read read less,1
close penn sration subway connectivity hotel slightly outdated will good provide coffee maker room without calling desk read read less,1
terrible experience see bags eyes sirens horns traffic night old windows not help got st couldn’t get fast enough felt like prison cell sleeping cot never awful awful awful read read less,1
lobby beautiful looks like gorgeous hotel lobby go room looks like motel not use pool area but viewing really looks nice great customer service check reason visit daughter disney college program late sunday got call hospital suffering multiple seizures flight arrived late monday night went straight hospital called hotel let know would not checking night paid ahead time nights check said wouldn’t charge parking first night since wasn’t didn’t expect not charged room first night since prepaid complaints heat not work room not spend much time room but come back day gone degrees housekeeping not clean room called front desk report heat issue housekeeping get fixed use stairs elevator broke whole time leave friday morning catch flight went front desk left asked gentlemen working if could credit resort fee monday since didn’t stay also told heat housekeeping elevator plainly said nothing booked expedia take read read less,1
hotelscom price satisfied happy not ecstatic room front desk valets great read read less,0
good room service easy find friendly front desk read read less,0
rooms small water pressure shower terrible heater load read read less,1
unhappy paid nights star rated hotel asked move first night star rated hotel not organised arrival alternative accommodation not room size bed occupancy paid one appreciate child go bad service challenging inconvenient always catered whilst waiting offered refreshments entertainment child due inconvenience given free room upgrades neither offered tryp holiday birthday surprise brother honest service received tryp ruined first day nyc not money lost but precious time also still awaiting management acknowledge issues receive refund read read less,1
view lovely nice quiet staff helpful friendly downside walls thin neighbor coughing night literally sounded like room us insulation needed definitely enjoyed stay read read less,1
front desk staff friendly exception one two cleaning lady super nice polite accomadating neighborhood nice walking distance stores shops restaurants read read less,1
hotel clean staff friendly parking bit difficult pay valet read read less,0
initially enjoyed experience problems appeared room late night inwas bar hours prior stopped drop off bags wife heading down enjoy martinis getting back upstairs noticed pretty cold room correct turned heat bit higher night went room became colder attempted walk down lobby but saw empty min went upstairs figure long story short room got degrees someone allowed start process changing rooms around originally issue wasn’t enough staff help person phone finally came enough complaining got another room degrees room almost degrees staff member entered room surprised fact broken night morning spent dealing preventing getting anything done ended fighting clock get work done check checking tried communicate night staff member actively avoiding convo never even asked night ended finishing work lobby morning meeting it’s great hotel perfect location relation clients also rooms can’t perfect would nice much better communication response read read less,1
not expected disappointed things read read less,0
weve stayed numerous times always great stay us read read less,0
arrived long day driving night housekeeping still not addressed room also waited minutes line check ended leave hour give housekeeping chance address situation needless stay would probably never stay read read less,1
hot tub great way unwind end day read read less,0
amazing read read less,0
property staff good satisdied one thing mention someone beoke room leaving dipors hotel serious quickly prepared new room but kind scary event read read less,1
received private historical tour back house old boiler plant presidential subway enterance dc converters registered guest read read less,0
close everything but sure could use update read read less,0
room unclean freezing cold took numerous complaints given another room showers could not regulated read read less,1
placed outside room every morning starting carts rolled outside concrete extremely noisy elevators not working days climb stairs luggage bags valets not helpful stood loaded bags depature read read less,1
location hotel fabulous right across walk bridge disney springs able use disney transportation options room wasnt anything speak no pictures wall drab but stays room disney real complaint check arrived early certain room would not ready but lady checked us said since check arrived early would first check room available checked back told second line but seen others checking receiving rooms standing line see if room ready two check ins room reserved checked immediately given keys explained clerk immediately room course suppose received phone call room available hours prior never received one need improve check process if ask read read less,1
clean descent place stay beautiful lobby but rooms really noisy hear everything thats not good thing if want rest parking pretty far if sunrise section cross hotel get car read read less,1
extremely loud room could not sleep first night due ground floor near courtyard right elevator people smoking outside room talking morning everyone passing room luggage woke finished maintenance right outside door asked change rooms told go quieter room tower would cost per night finally moved higher floor better but not good start disney hotel resort fee read read less,1
central location suited requirements stay read read less,0
overall nice great breakfast friendly staff complaint noisy neighbors read read less,0
liked room bed comfortable bathroom disaster shower head could not moved get head body wet stand back shower one position shower thus floor got wet need shower head positioned different ways rather stuck one position sink small washing ones face floor got wet workout room messy lacking weights king size bed v nice read read less,1
majority staff freindly cleaning lady nice accomadating thing would suggest need sweep beds breakfast adequate eggs little runny prefer bacon sausage love waffles put another maker guests unfortunately no consideration stand cups read read less,1
one best stays disney trip read read less,0
beautiful hotel great location close disney disney springs read read less,0
staff friendly room clean though every time showered tub leaked little bit outdoor carpet wet smelly places but otherwise clean enough read read less,1
beautiful grounds pool good restaurant great location read read less,0
nice clean hotel perfect location friendly helpful staff would definitely stay read read less,0
property quite old lobby deceiving lobby updated rooms could use update pros • location location location property pretty close anything need train food malls time square not far walk • diner stays open got way later expected due travel delays great able get food without leave hotel • staff super nice greet smile • lots options eat drink even within building cold night no need leave building steakhouse bar diner room service cons • rooms small but not unusual properties city • tvs older models not get many channels • beds yikes needs updated mattress edges poked us bad jumped avoid night • pay day resort services fee would nice offered amenities nice average best subpar gym ok business center ok • price get seems mismatched paid much get would likely stay elsewhere next time since options widely available read read less,1
hotel nice staff excellent if youre not used nyc living conditions prepared rooms small smallest hitel room ever stayed best thing hotel location walk times square rockefeller center broadway hop train subway next door penn station used subways get everywhere got off away hotel entrance even lirr train jfk airport stops right makes hotel perfect tourists coming nyc see sights read read less,1
perfect location rooms spacious nyc standards staff efficient accommodating would stay visiting event msg literally right across street next door penn station well read read less,1
staff great room reserved not readyso placed room two queen beds everything else great read read less,0
return stay previous great visit read read less,0
long line check called front desk couple times ask shuttles but no one picked room old faucet broken no hot water room close disney springs price reasonable room clean read read less,1
hotel nice room neat clean hotel staff helpful read read less,0
room needs dusting keurig needs cleaned dusts bathroom mirror keurig lot dust accumulated debris read read less,1
nice place clean date parking think fee but least vehicle safe read read less,0
location good close shops nearby bus available nearby property frequent front desk friendly engaging toowill stay future read read less,0
everything seemed well place decent bigger tell upgraded but could not sleep construction night long never told us going happen horrible could not sleep night didnt even offer us free coffee breakfast keeping us night read read less,1
would not allow refund left day early room smelled terrible bath tub hair self park ridiculous read read less,1
favorite hotel area hotel not busy time year offered upgrade staff nice read read less,0
vincent front desk went completely way accommodate needs celebration sons birthday well help planning proposal soon wife thanks vincent youre awesome see soon read read less,1
hotel complex beautiful could find plenty without leaving grounds staff helpful friendly would recommend everyone read read less,0
if you’re simply looking place stay inexpensive compared rest areas may able get away staying barebones minimal staff much took literal begging get extra towels no room services certain hours probably wouldn’t stay but close stadium wasn’t familiar area if afford stay somewhere else would recommend staff doesn’t seem apologetic lack services but guess get pay read read less,1
covers orange stain employee service desk charge twice read read less,0
beautiful old style hotel lovely decor fabulous location staff lovely friendly accommodating double bed metro room beds sooo comfy fussy sleepers house keeping good job quibble would bathroom bit worn need tlc inkeeping style but bath scratched worn tiles worn n grubby bathroom tiny knees touch door if open whilst loo but not problem really thought i’d mention concierge called catherine favourite knew everything subway go wherever needed super friendly emailed asked view empire state building months advance teenage daughters first time america didn’t disappoint spectacular view also view side hotel madison square gardens would definitely stay diner attached hotel tik tok diner ok friendly clean food not bad perfct quick bite ooen hotels christmas tree general christmas decor beautiful not ott lovely also little museum downstairs showing memorabilia utensils photos posters etc days old new yorker well worth look definate must stay us would read read less,1
room smelt weed took day change rooms damage clothing due hotel refused reimburse even though video showed hotel fault staff extremely rude read read less,1
location read read less,0
staff friendly helpful but rooms small but every place might manhattan read read less,0
second visit great hotel central everything needed read read less,0
front desk helpful lunch options meager eating pool business ok but not preferable also information options airport travel would big plus concierge couple high school groups broke pool area every night kept youthful rukus till pm would nice get sleep instead middle week read read less,1
hotel really rundown switch rooms twice maintenance problems checking directed customer service desk receive welcome gift thinking bottle water instead offer listen sales pitch one properties but offer singles i’d remove wedding ring traveling alone time also charge resort fee includes transportation parks coming back magic kingdom took bus minutes make mile trip sits waits waits finally get off bus find crime scene tape covering front hotel busted plate glass window read read less,1
not sure resort fee property standard amenities every hotel area otherwise would recommend read read less,0
walls super thin heard everything could hardly sleep got balloon package room delivered l however room not made day disappointing placed balloons dirty room character breakfast persons son enjoyed otherwise ordinary overpriced breakfast short birthday stay accommodations ok room bit small not sure would return wasn’t wow self parking valet parking charge disney shuttle available parks schedule read read less,1
location hotel great but front desk could not help get us cab airport no maid service one day even though room not return kuerig room not work i’ve never heard louder air conditionerheater unit many hotel options nyc better one read read less,1
great hotel price will stay stayed nights read read less,0
stayed one night but hotel clean beds comfortable read read less,0
central location many amenities easy get read read less,0
sheets itchy read read less,0
property convenient attractions orlando well airport clean great find price read read less,0
nice able access parking easily read read less,0
good stay would recommend everyone great place stay read read less,0
rooms renovated clean property outside looks bit run down read read less,0
clean comfortable beds would definitely stay read read less,0
stay enjoyable staff friendly polite read read less,0
place total shiphole hasnt renovated since overpriced dumpster read read less,1
good location poor room facilities bathroom not like pictures parts falling off broken swap rooms read read less,1
stayed hotel nights amazing queen suite balcony floor hotel location perfect enough away times square but minute walk also subway station right hotel making easy get anywhere quick macys down road great starbucks mcdonalds across street hotel also diner tick tock food serves really decent food room spot really clean well presented check took no minutes security elevators gives comfort not anyone access floors wifi ran down enabled us keep touch work occasional laptop activities will use hotel cannot fault stay hotel look feel gives new york art deco little like hotel ams read read less,1
liked hotel walking distance disney springs check process quick easy front desk really friendly helpful room clean beds clean sheets great option needed one weekend sleep going disney park read read less,1
ac room dripping spot wet whole time read read less,0
first reservation not book second room heater not work grade better room no shower gel days even remind every single day read read less,1
place stay night price paid satisfactory staff friendly room came usual amenities however pieces furniture sticky residue dont want guess source read read less,1
clean modern hotel perfect location family holiday nyc impressed lovely reception staff efficient housekeepers would stay read read less,0
view room beautiful room clean staff friendly read read less,0
rest room nice but get smell coming pipes preferably sink made whole restroom smell like read read less,1
fan room needed repair went front desk let know fan making sounds since nightit wasnt big deal but if someone longer will annoying read read less,1
didnt feel like resort property main strip connected gas station read read less,0
loved hotel staff best experience yet read read less,0
nice clean spacious hotel would stay read read less,0
nice 👍 read read less,0
good clean deposit fee needs addressed parking also read read less,0
ww happy stay room spacious clean several restaurant options quite expensive though stayed disney properties room much bigger complaint parking resort fee although im sure hotels charge orlando suggest put sign gate check push valet button open gate bit confusing put ticket slot says insert credit card but already paid parking read read less,1
recommend property bonnett springs highlybeautiful grounds great setting close thingsstaff wonderful read read less,0
great staff nice room comfortable beds hotel clean read read less,0
really enjoyed stay stay overnight concert staff friendly loved room comfortable night read read less,0
no elevator mother disabled but not stay us time if would hard time climbing stairs hassle boyfriend hauling luggage taking multiple trips bar decent though staff friendly read read less,1
theres nothing liked property close airport property room got filthy dishes garbage outside room door previous people assume called get cleaned never cleaned call second time next day no microwave called microwave not arrive next day dirty not even cleaned brought carpet dirty bathtub dirty overall condition room poor will never return property not worth two nights read read less,1
location perfect staff nice helpful room really nice clean stayed floor view amazing minute walk macy’s starbucks right across street also liberty’s bagel midtown right around corner good bagels read read less,1
convenient location friendly helpful staff accomodating travel needs read read less,0
nice hotel lots charm front desk staff nice helpful read read less,0
every time visit new york stay new yorker staff members always nice makes feel like i’m right home read read less,0
location perfect right next penn hammerstein ball room hotel older but great if need area read read less,0
kind sneaky lobby beautiful entrance makes feel youre really nice hotel but given sunset room realized bakc hotel old hotel feels completely unattached front cleaning staff bare minimum noisy night read read less,1
surprised lack amenities something considered scale pretty basic read read less,0
low rent property check complete fiasco room awful walls paper thin home made bunk beds screwed wall awful read read less,1
evening staff absolutely no help terrible terms assisting us find parking even though inquired valet parking earlier day parking spots taken spent half hour looking parking vicinity told us parking problems arrived would secured valet parking earlier front desk ignored us first basically said good luck no offer assist us could go find street parking canadians not know area go ended parking blocks away terrible could not sleep night since nyc enuff said will not book read read less,1
cold room defective heating unit wait rooms available small rooms made tiny people anr dated two cloths towels no hand towels deposit good way hotel make off days horrible parking street limited valet parking good place eat read read less,1
room smelled moldy view nice though read read less,0
nice well maintained rooms good condition plenty places eat drink read read less,0
close attractions buildings noisy balcony leads parking wawa gas station read read less,0
good but pool heated december read read less,0
booked king bed received full size beds totally ruined romantic weekend getaway wasnt offered anything trouble chair stain thats disgusting sheets one bed black marks wyndam place not good dont recommend also parking terrible not enough spaces read read less,1
multiple pools minigolf walk around property feeding fish nice read read less,0
stayed times love clean nice people read read less,0
rooftop bar staff excellent majority reception staff could customer service training read read less,1
property decided cancel room favor another reservation request sales team offered significantly less appointed room price paid significantly upgraded room classic bait switch don’t book hotel if want place stay arrive read read less,1
well located but room extremely small without enough clapboard space room read read less,0
centrally located everything wanted beautiful hotel restaurant delightful read read less,0
close penn street station perfect base new york read read less,0
stayed numerous times always positive us read read less,0
perfect affordable clean great pool bar short walk downtown disney read read less,0
maintenance service slow issues heat not working days took several calls time came finaly x came got right read read less,1
convenient house blues front desk staff friendly but valet staff awesome helpful getting us parked hooked ride show running late read read less,1
wenchecking staff person pamela nice ordered dinnerfrom restaurant next door phone not order pam walked order read read less,1
enjoyed stay construction street nyc nothing new didnt really affect travel young concierge helpful not get wake call morning traveled unfortunate luckily able rush get time read read less,1
nice warm clean location good staff friendly read read less,0
left babys blanket room even remenber place left said dont read read less,0
clean comfortable helpful friendly staff read read less,0
hotel next door companys corporate office airport convenient somehow managed score room top floor visit super awesomei always excellent stay hotel service always great onsite restaurant awesome might pay restaurant but convenience factor huge well worth not new hotel but definitely not unpleasant way read read less,1
choose hotel package breakfast hotel not even offer free breakfast smh read read less,0
beautiful property read read less,0
great place if going hollywood studios read read less,0
old room needs renovation staffs friendly quite responsible read read less,0
good location staff not friendly expected sink clogged hot shower hot read read less,1
great location across madison square garden convenient subways train station rooms decor little tired lounge main floor nice surprise tixk tock diner read read less,0
fabulous hotel convenient everything highly recommend read read less,0
hotel old requires renovation everything run down lobby hotel hallways rooms worst hot scalding water shower heard guests complain really need fix it’s lawsuit waiting happen location great see get good occupancy rate there’s no incentive renovate fix anything read read less,1
good service excellent location but lot work needed make rooms modern comfortable even lobby seems quite outdated read read less,0
love it’s around corner disney springs characters breakfast read read less,0
close disney springs nice staff pretty christmas decorations comfortable bed read read less,0
close fwys yet quiet atmosphere spacious parking lot read read less,0
lovely newly renovated hotel around min walk disney gates lots great food options nearby read read less,0
third time wyndham great hotel wanted stay but resort charges credit card holds quite frankly off putting resort tax per day quite frankly daylight robbery merely covers items hotel cover anyway never daily bottled water tax credit card holds minute check hold amount stay straight away plus want another day security apparently feel honoured held one payment day stay assume wyndham orlando number guests not settled bills historically but treating every guest non paying risk quite frankly insulting son still hold card three days check contact reception wyndham orlando uk phone order resolve matter checked nothing bill no outstanding charges following experience will air bnb next florida trip read read less,1
property really nice clean staff helpful read read less,0
great location close everything great kind staff read read less,0
excellent restaurants covering ikinds requirements read read less,0
reception desk staff cold unfriendly unfortunate staff hotel helpful friendly problem issue raised reception received distain passing buck insisted seeing manager resolve issue also came shock charged compulsory day ‘usage’ facilities gym telephone wifi etc not explained booked hotel explanation please hotelscom feel misled respect read read less,1
room smelled awful dirty could hear everything room next including loud music read read less,0
checked manually no free breakfast read read less,0
terrible check long line unhappy day card read read less,0
hotel lacks paper pads pens room write also mirror needed room rooms dusty need better upkeep hotel generating lot non biodegradable waste form plastic cups breakfast would urge management mindful environment use biodegradable products curtail plastic waste u also need blow dryer room read read less,1
love everything couldnt ask better customer service read read less,0
walls connecting doors rooms paper thin if want awake night listening someone elses children screaming place if want actually sleep room look elsewhere read read less,1
room service food overcooked breakfast options limitedbuffet overpriced menu items basically steering towards buffet go starbucks toddler limited eat staff poolside sunday dec awesome eric bellhop valet service great also view fireworks awesome room balcony read read less,1
liked fountain front wonderful lobby area couldn’t find bellboy help year old mother luggage pool area lovely truly no idea rooms outside access guess that’s garden means put us parking lot side but asked change poolside interior quieter courtyard able luckily accommodate us rooms nice front blind curtain configuration strange person notices small things like chipped paint not keeping appearances etc would stay no don’t like outside access might not concern someone else though read read less,1
lovely hotel good location needs little refurbishment but don’t let put off staying read read less,1
ok wouldn’t stay read read less,0
nice hotel near amenities but far enough away hustle bustle times square read read less,0
say new yorkernothing would justice amazing fantastic staff fabulous best time ever room perfect views insane bed comfiest bed i’ve ever slept spine issues treated well if come back nyc hopefully next yr won’t staying anywhere apart new yorker thank new yorker making first trip nyc beyond expectations read read less,1
overpriced not clean noisy old hotel terrible paid one night room size closet rooms old hear ton noise outside window hallway worst part dark long hair bathroom floor walls toilet shower im pretty sure wasnt cleaned disgusting restaurants site closed private events key card stopped working went gym didnt walletid wait security come room took half hour would stay anywhere else area read read less,1
decided save money disney staying one area hotels listed hotelscom per night instead booking caribbean beach glad amount time spent room versus one parks well worth savingsthe amenities hotel caribbean resorts cleanliness room location parks accessible free shuttle service well complaint cleaning service knocking door clean room checkout front desk going knock money off bill but already prepaid felt could pushed issue another type compensation but rest stay didnt warrant need read read less,1
reserved rooms hotelcom hotel couldn’t give rooms even close check states pm but rooms not ready took people character breakfast find pluto goofy price paid could gone contemporary seen characters thought hotel stated play area kids play area actually pool hotel convenient walking distance disney springs read read less,1
quiet spot close highway seems like theyre slowly renovating rooms parts bathroomflooring furniture looked newernicer rest restaurant across parking lot within walking distance coffee downstairs lobby mornings lady checked rushed lot spoke really fast but lady checked next morning pamela sweet accommodating read read less,1
convenient walkable location near penn station macy’s room bathroom spacious new york bed comfortable appreciated minifridge room read read less,1
need dining room open certain hours need clean hallways read read less,0
good hotel read read less,0
stayed one night conference anaheim convention center close proximity minute walk convention center also convenient restaurants garden walk plaza ozzie front desk manager outstanding friendly helpful room clean entire hotel including fitness center appear recently renovated read read less,1
don’t judge book cover rooms nice affordable read read less,0
not nice hotel stay somewhere else dirty looking rooms toilets outside hotel rude staff overall not one better choices deciding hotel pictures online misleading read read less,1
excellent central position everything visitor new york could want read read less,0
ryan front desk went beyond definitely recommend talking young man read read less,0
excellent location great beds good shower given fantastic room empire state building view read read less,0
great location but rooms getting old second night water freezing cold shower water turned black dirty hotel gave us free breakfast hotel resort fees reimbursed read read less,1
room clean updated beds comfortable room spacious read read less,0
viewcleanliness privatenice breakfast thing parking streets valet parkingnice shopping area restuarants overall os nice clean place read read less,0
problems bathtub drain dirty water not going down request toilet paper no extra bathroom crew painting hallway making lot noise smell paint horrible woke us read read less,1
nice clean hotel conveniently located staff inside hotel exceptional however outdoor restaurantbar staff not attentive also substantial resort fee supposedly includes shuttle disney springs problem shuttle ran every read read less,1
overall decent stay hotel short walk light rail system used frequently go way around hotel get room since no alternate access points but rooms lovely lot storage space rooms flat screen tv didnt get great reception mini fridge staff front desk nice informative but housekeeping could use work cleaning room next us loud early morning talking loudly cellphone ringing plus loud conversation also think remember people sleeping overall great time san jose thank read read less,1
stayed times like it’s location convenient surprisingly encountered not friendly face lobby read read less,1
perfect locationexcellent staff accommodations read read less,0
requested early check not available but would call room ready okay leave luggage hotel called early afternoon clerk rude no info room returned hotel pm long line guests waiting go rooms waiting line get suitcases front desk ridiculously rude hotel expensive no amenities food service coffee shop attached hotel expensive overall condition hotel property aweful read read less,1
loved location historical significance hotel muhammad concierge instrumental providing us welcoming service acknowledged birthday bottle wine later asked if could use coffee maker sent one room cordial accommodating read read less,1
historic building close many attractions typical small ny rooms but still comfortable read read less,0
check pleasant however asked parking told parking not included options street parking impossible especially not ny valet parking thought kind ridiculous will convenient if guys offer parking future costumers free charge read read less,1
great loved lobby christmas decorations read read less,0
locked room lock door malfunctioned spent minutes outside waiting security open door upon checkin extended family given hard time desk staff one manager cared resolve issue read read less,1
hotel clean several nice pools lazy rivers perfect place stay family especially if visiting disney vacationing read read less,0
great read read less,0
nice friendly staffs room clean neat lots parking shutter airport read read less,0
used toilet sitting outside door room rather disgusting read read less,0
accommodating super polite staff convenient coffee ane dining options everything made easy hotel thank read read less,0
close penn station madison square garden read read less,0
unique authentic staff friendly genuine older building expected older decor tasteful clean read read less,0
property close many tourist attractions many restaurants nearby ticktock great pizza across street coffee available many places subway entrance directly beside hotel convenient room small aspects alittle outdated view brick wall however didnt spend much time room bed comfortable pleased stay no fridge coffee maker room would nice staff friendly read read less,1
safe broken room no coffee maker ask one staff great read read less,0
took girls trip nyc six adult women family room perfect needs two nice size bathrooms loads places sleep not mention bar spacious sized rooms convenient location walking sights walking train station loved could store bags not checked yet overall great jog tryp read read less,1
david front staff awesome read read less,0
friendly staff if problem staff swift response resolve issues read read less,0
friendly courteous staff clean spacious large fitness room separate sauna steam rooms men women building stairs need repair door not close way behind us read read less,1
rough check experience unfit room but corrected immediately righted situation without problem bathroom small cant use toilet door open but bed incredibly comfortable recommend place feature alone read read less,1
older facility needs little work staff also needs put little effort make nicer place read read less,0
stayed flight came late really surprised quality room way nicer looks outside completely remodeled interior cozy bed freezing cold but heater kicked quickly comfortable night read read less,1
restaurant staff needs trained cook menu mango sauce not mean salsa mango bits beds worn not comfortable read read less,1
close action minutes away times square subway shopping macys etc read read less,0
great location if you’re going madison square garden macy’s rooms small but otherwise fine read read less,0
great location lovely staff rooms impossibly small lighting bright no view even floor room old dingy poorly insulated heat cranked but barely room rooms lacked even basic amenities like coffee machine read read less,1
went city rangers game girlfriend read read less,0
left waiting outside room minutes three occasions room keys stopped working late frustrating disappointing read read less,1
property great location travel anywhere read read less,0
helpful great service great location given upgrade read read less,0
nice hotel bathroom clean bed spread black stain outside thing not happy read read less,0
great value friendly staff clean functional rooms will definitely stay read read less,0
wonderful time staff wonderful read read less,0
no maid service asked something specific maid instead cleaning never came back room service breakfast dollars bell man not available required room noisy despite many rooms available think gave one worst ones got deal expedia buffet breakfast good service nice read read less,1
good hotel nice clean good price would stay read read less,0
old hotel but nice staff helpful rooms clean great location convenient public subways trains read read less,0
property great location near everything still old grand feeling but could definitely use renovations rooms read read less,1
rooms extremely small no room suitcases bathroom small barely move staff good service read read less,0
experience not good didn’t room ordered ask room size order told would pay already paid don’t understand ma complain expedia gave another room bit bigger but still not room i’ve booked expedia end not even refund compasention king hotel expedia gave nothing not good experience won’t book hotel expedia read read less,1
check pleasant women nice helpful room small bathroom even smaller not exhaust foggy getting shower dressing got accused smoking room security rude door man took pics people talked job helpers counted tips instead helping anyone location great close things read read less,1
great price location read read less,0
stay amazing loved location huge rooms hotel general read read less,0
overall pleased property ask hand towels house keeping every day read read less,0
perfect read read less,0
mostly nice property but no restaurant moment state renovation since least past march rooms amenities one needs including coffee microwave refrigerator safe read read less,1
environment location good nice view pool areas read read less,0
decent could use upgrade but overall pleasant read read less,0
location perfect cleanliness thumbs staffs attitude thumbs down read read less,0
service gross charged facility u heard read read less,0
room much smaller photo depicted bathroom tiny no counterspace bed full not queen stated read read less,1
nice location nice hotel read read less,0
wyndam nice hotel would stay read read less,0
good experience starting arrival till checkout read read less,0
issue door lockit kept getting stuck maintenance guys solution wiggle bang read read less,1
good read read less,0
no parking spaces available weekend stayed made return property every night tedious also open lacks privacy security read read less,1
well located clean comfortable price great also will recommend friend luiz santana read read less,0
ok place nice ground nice transportation good little late coming back read read less,0
good location relatively high cost performance read read less,0
good time hotel expensive self parking pn valet quiet place safe location far stores trafic read read less,0
good location stay night if flying san jose airport next day super convenient wellpriced option read read less,0
hotel staff professional helpful upon arrival read read less,0
old not nice left went different hotel read read less,0
room ok except several problems supposed nonsmoking room but smoke smell reading light beside bed didnt work shower handle loosethe bathroom area could nicer bed comfortable airport shuttle fine hotel less minutes away read read less,1
nice hotel middle chinatown great view steps away tour tours fun next morning read read less,0
excellent location friendly staff smooth check process clean functional room bathroom tiny…no counter put toiletries “getting ready” read read less,1
clean but small room ok if dont many pieces luggage excellent location near penn station pillows really bad great restaurant lobby read read less,1
convenient javitts madison square garden read read less,0
hotel great exception no hot water shower read read less,0
bathroom disgusting leftover hair drain mold sliding rail room cold no matter high put heat read read less,1
initially put pet friendly room no pets constantly barking dog room us quickly moved upon request but new room floor no elevator ac extremely noisy travelled hours couldnt bothered move yet but avoid room luckily cool didnt overnight really comfortable bed clean conveniently across car park wawa real plus friendly helpful staff location real plus hotel read read less,1
big room well lit read read less,0
view great heating broken room woke shivering sick read read less,0
clean nice room tight small but awsome view staff kind helpfull read read less,0
amazing experience good breakfast read read less,0
nice place will go hotel walk disneyland not bad either read read less,0
hotel walking distance disneyland it’s quiet clean staff super friendly welcome say bye leave bathroom spacious bed comfy read read less,1
didn’t know going pay parking read read less,1
great stay read read less,0
relaxing read read less,0
hotel amazing friendly staff hotel clean rooms comfortable read read less,0
loved lazy rivers water slides multiple pools read read less,0
love modern state art design furniture room bathroom doors slide nice touch bed extremely comfortable also types shampoos body wash pleasantly scented read read less,0
clean nice room great staff everything room worked great stay beautiful courtyard read read less,0
pretty nice hotel close airport good price orbitz read read less,0
basic hotel could use facelift coats paint rooms loud blackout curtains still left lot light good if you’re staying one night flight wouldn’t suggest though read read less,1
central everything want new york first time pleased choice hotel shower bit dodgy though reminds burst leaking pipe room immaculate floor slightly dated but level cleanliness grumble plug sockets not great whatever plugged keeps falling really careful faced hidden facility charge good will gesture bill halved facility charge includes everything no intention using ie conference room gym room telephone etc unfortunately mandatory fee would stay hotel read read less,1
didnt like reciept one pricean actual price charged another priceyou know let know taking account difference read read less,0
体験談について、特に無し。 read read less,1
excellent location amd staff room nice view read read less,0
unfortunately property need renovation dated not efficient impossible regulate water temp shower plus no counter space bathroom read read less,1
always stay great hotel staff like nyc read read less,0
liked parking space provided no complimentary breakfast thought would included room cleaned daily read read less,1
nice hotel clean room good service read read less,0
stayed room disappointed keep room sink not faucet barely long enough reach sink every time turned water would get onto counter top also broken tiles corner bathroom read read less,1
everything expected andor exceeded expectations thank u read read less,0
good hotel excellent location read read less,0
address provided isnt recognizable call ahead make sure get exact number overall front desk staff wasnt professional langue barrier slow waited mins check gave wrong key go back down place holds card get room extremely small tv channels didnt work luckily stay hours due long layoveri wouldnt stay anything read read less,1
